,Unnamed: 0,intersect,obs,forecast,date,level_0,index,x,y,case,fcsthr,met_x,met_y,interest,area,bound_dist,percentile_90,centroid_dist,length,julian_date,real_date,ddif
188,384,-999.0,-999.0,-999.0,19881226_000000,1769,262,-149.68676,44.84057,O001,1440000.0,121.25295,539.36227,,,,725.14823,,68.76592,361,1988-12-26,11 days
189,386,-999.0,-999.0,-999.0,19881228_000000,1770,77,-155.56751,44.73207,O001,1440000.0,97.72996,538.92827,,,,884.81495,,69.5004,363,,
190,387,1714.0,1989.0,2781.0,19881229_000000,153,153,-149.51969,44.33109,F001,1440000.0,121.92124,537.32435,0.91143,0.89455,0.0,661.27041,8.86296,87.2019,364,,
191,389,2114.0,2376.0,2349.0,19881231_000000,154,154,-154.3664,44.46156,F001,1440000.0,102.53441,537.84625,0.93117,0.83877,0.0,1045.38169,8.8997,69.36455,366,,
192,390,1445.0,2447.0,3019.0,19890101_000000,155,266,-145.36329,46.75685,F001,1440000.0,138.54684,547.02741,0.91642,0.51287,0.0,728.00036,10.59813,131.27601,1,1989-01-01,6 days
193,392,-999.0,-999.0,-999.0,19890103_000000,1369,33,-140.45999,45.67923,F001,1440000.0,158.16004,542.71693,,,,713.78623,,82.97259,3,,
194,397,1571.0,1912.0,2117.0,19890108_000000,156,269,-147.58749,43.62311,F001,1440000.0,129.65004,534.49243,0.94466,0.74774,0.0,802.16879,4.73156,102.26776,8,1989-01-08,6 days
195,398,-999.0,-999.0,-999.0,19890109_000000,1370,34,-143.56594,43.37425,F001,1440000.0,145.73625,533.49699,,,,954.26625,,134.99474,9,,
196,399,-999.0,-999.0,-999.0,19890110_000000,1772,79,-131.58517,42.62555,O001,1440000.0,193.65932,530.5022,,,,700.15834,,72.51161,10,,
197,400,-999.0,-999.0,-999.0,19890111_000000,1773,80,-152.1804,42.93326,O001,1440000.0,111.27842,531.73306,,,,825.70648,,64.65912,11,,
198,404,-999.0,-999.0,-999.0,19890115_000000,1371,273,-147.80383,49.80777,F001,1440000.0,128.78466,559.23109,,,,619.05077,,91.31774,15,1989-01-15,7 days
200,412,-999.0,-999.0,-999.0,19890123_000000,1374,38,-140.40888,42.37681,F001,1440000.0,158.36449,529.50722,,,,690.02779,,84.84589,23,,
201,413,692.0,1485.0,1516.0,19890124_000000,158,279,-151.85448,43.48299,F001,1440000.0,112.58207,533.93195,0.8934,0.41327,0.0,817.74597,13.9837,83.39679,24,1989-01-24,4 days
202,414,2221.0,2759.0,2645.0,19890125_000000,159,159,-150.67808,41.62007,F001,1440000.0,117.28766,526.48029,0.90505,0.64877,0.0,826.09484,11.88471,156.66763,25,,
203,415,656.0,1394.0,1688.0,19890126_000000,160,160,-140.27226,45.68087,F001,1440000.0,158.91094,542.72347,0.97611,0.76686,0.0,817.26465,4.71904,120.72481,26,,
204,416,-999.0,-999.0,-999.0,19890127_000000,161,161,-155.3107,42.2851,F001,1440000.0,98.75719,529.14039,0.99756,1.0,0.0,1039.17412,1.07689,71.43388,27,,
205,417,2975.0,3918.0,4087.0,19890128_000000,162,283,-144.26935,42.10009,F001,1440000.0,142.92261,528.40036,0.89146,0.72741,0.0,863.22114,12.97662,145.55154,28,1989-01-28,4 days
206,418,2826.0,3656.0,4200.0,19890129_000000,163,163,-140.15659,41.57898,F001,1440000.0,159.37363,526.31593,0.83137,0.55255,0.0,804.284,20.91148,176.64055,29,,
207,419,606.0,2157.0,1105.0,19890130_000000,164,164,-151.12565,30.14759,F001,1440000.0,115.49742,480.59036,0.84178,0.70817,0.0,844.37477,33.43954,84.81489,30,,
208,421,-999.0,-999.0,-999.0,19890201_000000,1375,286,-152.86031,37.22917,F001,1440000.0,108.55878,508.91667,,,,734.79078,,70.67555,32,1989-02-01,4 days
209,422,-999.0,-999.0,-999.0,19890202_000000,165,165,-146.36504,40.17897,F001,1440000.0,134.53985,520.71589,0.75491,0.16339,0.0,898.68862,44.98315,154.20181,33,,
210,431,464.0,1860.0,947.0,19890211_000000,166,288,-154.34446,27.99679,F001,1440000.0,102.62216,471.98714,0.88422,0.35838,0.0,684.31351,13.77268,70.44493,42,1989-02-11,10 days
212,434,-999.0,-999.0,-999.0,19890214_000000,1777,84,-146.74114,38.32939,O001,1440000.0,133.03545,513.31758,,,,775.62397,,62.52332,45,,
213,435,-999.0,-999.0,-999.0,19890215_000000,167,167,-149.11863,43.92329,F001,1440000.0,123.52547,535.69317,0.72846,0.11127,0.0,652.3886,34.66586,64.29726,46,,
217,452,-999.0,3477.0,-999.0,19890304_000000,170,170,-143.69546,30.99968,F001,1440000.0,145.21815,483.99873,0.91648,0.82823,0.0,835.86589,11.24082,140.03261,63,,
218,459,-999.0,-999.0,-999.0,19890311_000000,1782,89,-125.81914,35.54616,O001,1440000.0,216.72345,502.18463,,,,647.32662,,74.09144,70,,
219,465,-999.0,-999.0,-999.0,19890317_000000,1783,303,-145.40552,33.22395,O001,1440000.0,138.37792,492.8958,,,,754.48136,,58.4464,76,1989-03-17,8 days
220,468,-999.0,-999.0,-999.0,19890320_000000,172,172,-136.5123,38.10525,F001,1440000.0,173.95082,512.42101,0.90524,0.59587,0.0,785.44207,11.05329,81.95492,79,,
221,469,-999.0,-999.0,-999.0,19890321_000000,1377,41,-127.88522,43.47383,F001,1440000.0,208.45911,533.89531,,,,924.7568,,68.63874,80,,
222,470,-999.0,-999.0,-999.0,19890322_000000,1784,306,-153.80894,35.43509,O001,1440000.0,104.76424,501.74036,,,,790.55012,,68.35138,81,1989-03-22,5 days
223,474,2929.0,3898.0,3049.0,19890326_000000,173,173,-149.69853,37.08459,F001,1440000.0,121.20587,508.33835,0.94241,0.98414,0.0,1154.11519,7.10488,88.38998,85,,
224,476,767.0,963.0,1084.0,19890328_000000,175,175,-128.17203,39.1297,F001,1440000.0,207.31188,516.51881,0.86663,0.67301,0.0,788.20363,15.48123,69.89273,87,,
225,478,-999.0,-999.0,-999.0,19890330_000000,1379,43,-140.19848,38.03942,F001,1440000.0,159.20609,512.15768,,,,643.20721,,66.31704,89,,
226,485,-999.0,-999.0,-999.0,19891207_000000,176,176,-133.68029,46.55966,F001,1440000.0,185.27885,546.23864,0.83239,0.44901,0.0,771.31903,29.83646,74.0837,341,,
228,488,545.0,2038.0,1497.0,19891210_000000,177,177,-148.35405,35.65992,F001,1440000.0,126.5838,502.63966,0.85484,0.81407,0.0,686.67013,25.33974,77.85369,344,,
229,489,-999.0,-999.0,-999.0,19891211_000000,178,178,-141.75363,44.51454,F001,1440000.0,152.98546,538.05815,0.80992,0.40078,0.0,709.23414,23.18191,91.41037,345,,
232,492,-999.0,-999.0,-999.0,19891214_000000,1788,95,-145.66179,40.63197,O001,1440000.0,137.35286,522.52788,,,,774.10258,,150.19897,348,,
233,493,495.0,2373.0,925.0,19891215_000000,180,180,-143.24458,29.95168,F001,1440000.0,147.0217,479.80671,0.82686,0.39716,0.0,646.50895,21.73394,57.03951,349,,
234,494,265.0,1360.0,1699.0,19891216_000000,181,181,-144.82533,35.7723,F001,1440000.0,140.69868,503.08918,0.77924,0.18088,0.0,744.72257,22.04091,81.15149,350,,
235,495,-999.0,-999.0,-999.0,19891217_000000,1789,96,-153.29014,42.44175,O001,1440000.0,106.83943,529.76699,,,,854.7764,,99.99211,351,,
236,497,-999.0,-999.0,-999.0,19891219_000000,1380,323,-142.16739,32.17457,F001,1440000.0,151.33046,488.69828,,,,610.51037,,58.91256,353,1989-12-19,7 days
237,498,1419.0,2147.0,1956.0,19891220_000000,182,182,-150.50134,30.80016,F001,1440000.0,117.99463,483.20063,0.85519,0.54968,0.0,942.50586,16.23946,106.43576,354,,
238,501,1128.0,1516.0,1491.0,19891223_000000,183,325,-151.57709,40.2585,F001,1440000.0,113.69163,521.03398,0.91191,0.3292,0.0,812.38712,10.68387,88.94579,357,1989-12-23,4 days
239,503,780.0,1729.0,1693.0,19891225_000000,185,185,-137.61187,40.28561,F001,1440000.0,169.55253,521.14242,0.76625,0.11176,0.0,680.56513,16.78874,91.87546,359,,
240,507,427.0,1954.0,1550.0,19891229_000000,186,186,-142.3951,43.48752,F001,1440000.0,150.41959,533.95009,0.7369,0.11003,0.0,625.84327,43.80084,108.7538,363,,
241,508,-999.0,-999.0,-999.0,19891230_000000,1790,97,-142.2706,44.46461,O001,1440000.0,150.9176,537.85843,,,,827.9174,,75.00618,364,,
242,509,-999.0,-999.0,-999.0,19891231_000000,1383,47,-139.12611,43.10905,F001,1440000.0,163.49555,532.4362,,,,675.94565,,62.0985,365,,
243,513,222.0,894.0,1097.0,19900104_000000,187,333,-146.19163,39.37338,F001,1440000.0,135.23349,517.49351,0.75459,0.13982,0.0,800.94551,43.85861,108.49515,4,1990-01-04,7 days
244,519,254.0,752.0,823.0,19900110_000000,192,192,-126.64553,42.02911,F001,1440000.0,213.41788,528.11642,0.85572,0.52151,0.0,689.32704,19.62915,76.21476,10,,
245,524,-999.0,-999.0,-999.0,19900115_000000,1791,339,-153.57165,34.95488,O001,1440000.0,105.71341,499.81951,,,,814.27352,,56.68122,15,1990-01-15,6 days
246,525,-999.0,-999.0,-999.0,19900116_000000,1792,99,-151.52056,37.9632,O001,1440000.0,113.91775,511.85281,,,,834.90654,,85.55101,16,,
247,528,-999.0,-999.0,-999.0,19900119_000000,1384,48,-153.12081,24.14774,F001,1440000.0,107.51674,456.59095,,,,773.06554,,56.40756,19,,
248,530,-999.0,-999.0,-999.0,19900121_000000,193,193,-141.66544,43.67402,F001,1440000.0,153.33824,534.69608,0.81289,0.14286,0.0,617.83012,13.22148,71.17708,21,,
249,533,-999.0,1567.0,-999.0,19900124_000000,194,194,-150.48069,37.61504,F001,1440000.0,118.07726,510.46017,0.82656,0.51883,0.0,913.83547,29.90983,103.29942,24,,
250,534,-999.0,-999.0,-999.0,19900125_000000,195,195,-138.14397,44.01716,F001,1440000.0,167.42413,536.06863,0.89066,0.85868,0.0,863.17138,13.59862,96.39098,25,,
251,535,-999.0,-999.0,-999.0,19900126_000000,1385,49,-134.76555,49.86019,F001,1440000.0,180.93778,559.44078,,,,853.63321,,73.75567,26,,
252,537,-999.0,-999.0,-999.0,19900128_000000,196,346,-146.67978,46.56993,F001,1440000.0,133.28086,546.27973,0.91206,0.36261,0.0,624.85011,10.96743,87.40876,28,1990-01-28,13 days
253,540,683.0,1727.0,1639.0,19900131_000000,197,197,-142.43005,44.12608,F001,1440000.0,150.27982,536.50431,0.82824,0.61031,0.0,784.97572,20.64645,100.92941,31,,
254,542,-999.0,-999.0,-999.0,19900202_000000,1387,51,-146.18589,46.53127,F001,1440000.0,135.25645,546.1251,,,,623.33671,,100.56475,33,,
255,543,-999.0,-999.0,-999.0,19900203_000000,1795,102,-133.97207,40.91507,O001,1440000.0,184.11174,523.66027,,,,706.60827,,83.48018,34,,
256,544,-999.0,-999.0,-999.0,19900204_000000,198,198,-148.55925,45.44272,F001,1440000.0,125.76299,541.77087,0.9326,0.56582,0.0,703.97277,9.30625,73.73221,35,,
257,545,-999.0,-999.0,-999.0,19900205_000000,1388,52,-135.03579,44.0849,F001,1440000.0,179.85684,536.3396,,,,663.5657,,75.60181,36,,
258,548,1494.0,2387.0,2480.0,19900208_000000,199,199,-150.28562,52.05681,F001,1440000.0,118.85753,568.22723,0.74835,0.15159,0.0,800.27986,22.29915,117.01341,39,,
259,549,761.0,3056.0,1365.0,19900209_000000,200,200,-153.3852,43.87672,F001,1440000.0,106.45921,535.50687,0.83167,0.80272,0.0,796.70052,22.85558,78.01111,40,,
260,550,1539.0,2038.0,1672.0,19900210_000000,201,357,-142.48399,42.25332,F001,1440000.0,150.06404,529.01327,0.85586,0.56631,0.0,830.89568,16.14928,141.4033,41,1990-02-10,9 days
261,551,-999.0,-999.0,-999.0,19900211_000000,1389,53,-135.91131,43.76964,F001,1440000.0,176.35476,535.07857,,,,633.38826,,60.81036,42,,
262,558,-999.0,-999.0,-999.0,19900218_000000,1390,54,-140.99572,34.83476,F001,1440000.0,156.0171,499.33903,,,,694.90912,,103.42713,49,,
263,559,54.0,487.0,581.0,19900219_000000,202,360,-143.27727,26.34248,F001,1440000.0,146.89091,465.36993,0.93192,0.8152,0.0,730.21064,3.49519,83.55676,50,1990-02-19,9 days
264,560,999.0,1670.0,1443.0,19900220_000000,203,203,-143.98912,25.969,F001,1440000.0,144.04354,463.87599,0.78928,0.19501,0.0,689.01681,24.4299,89.40316,51,,
266,562,411.0,1301.0,1044.0,19900222_000000,205,205,-131.37309,33.16721,F001,1440000.0,194.50763,492.66885,0.92852,0.59685,0.0,759.56724,8.80746,62.95343,53,,
268,569,-999.0,-999.0,-999.0,19900301_000000,1797,104,-135.40122,29.2069,O001,1440000.0,178.39511,476.82759,,,,686.04,,66.72079,60,,
269,573,450.0,878.0,1096.0,19900305_000000,206,206,-151.49735,41.91249,F001,1440000.0,114.01061,527.64995,0.80507,0.46014,0.0,779.10436,21.40131,67.62055,64,,
270,574,-999.0,-999.0,-999.0,19900306_000000,1391,367,-140.33,39.62864,F001,1440000.0,158.68,518.51455,,,,710.87366,,68.53295,65,1990-03-06,6 days
271,577,1270.0,2210.0,1772.0,19900309_000000,207,207,-149.96263,38.70763,F001,1440000.0,120.14948,514.83054,0.81799,0.21678,0.0,665.1729,22.56056,81.49314,68,,
272,580,893.0,1671.0,1031.0,19900312_000000,208,369,-150.20093,44.91926,F001,1440000.0,119.19629,539.67706,0.95809,0.68777,0.0,796.01008,6.79205,97.18215,71,1990-03-12,6 days
275,589,1202.0,2017.0,1464.0,19900321_000000,211,211,-139.69052,37.94996,F001,1440000.0,161.23793,511.79982,0.94918,0.44769,0.0,764.96237,6.98184,116.70294,80,,
276,590,-999.0,-999.0,-999.0,19900322_000000,1800,107,-151.45218,52.36219,O001,1440000.0,114.1913,569.44878,,,,665.5401,,76.57077,81,,
277,591,-999.0,-999.0,-999.0,19900323_000000,1801,376,-144.58466,36.72922,O001,1440000.0,141.66137,506.91687,,,,696.77143,,70.48338,82,1990-03-23,9 days
278,594,-999.0,-999.0,-999.0,19900326_000000,1802,109,-151.29622,34.45845,O001,1440000.0,114.81513,497.8338,,,,654.34993,,59.1452,85,,
279,595,-999.0,-999.0,-999.0,19900327_000000,1803,110,-141.33059,43.18484,O001,1440000.0,154.67763,532.73937,,,,673.06364,,92.00358,86,,
280,596,-999.0,-999.0,-999.0,19900328_000000,1392,56,-145.33207,35.99697,F001,1440000.0,138.67171,503.9879,,,,712.11994,,64.02299,87,,
282,605,1818.0,2281.0,2526.0,19901207_000000,212,381,-136.8739,42.48808,F001,1440000.0,172.50439,529.95232,0.78799,0.18145,0.0,841.39584,18.26506,127.67564,341,1990-12-07,259 days
283,607,-999.0,-999.0,-999.0,19901209_000000,1805,112,-128.77445,40.90314,O001,1440000.0,204.90221,523.61255,,,,696.89324,,56.03518,343,,
284,612,-999.0,-999.0,-999.0,19901214_000000,1393,384,-151.0112,52.89565,F001,1440000.0,115.95519,571.58259,,,,794.41791,,74.00006,348,1990-12-14,6 days
285,615,1556.0,2352.0,2301.0,19901217_000000,215,215,-150.72313,48.4209,F001,1440000.0,117.10746,553.68358,0.87396,0.52375,0.0,666.88797,16.00483,98.31415,351,,
287,617,512.0,927.0,1066.0,19901219_000000,217,217,-150.155,42.10236,F001,1440000.0,119.37999,528.40945,0.83826,0.46278,0.0,900.41273,27.54818,101.82837,353,,
288,618,-999.0,-999.0,-999.0,19901220_000000,1395,59,-153.52257,47.75666,F001,1440000.0,105.90972,551.02662,,,,720.45869,,98.66908,354,,
289,622,-999.0,-999.0,-999.0,19901224_000000,218,218,-153.60544,37.87815,F001,1440000.0,105.57824,511.51259,0.7353,0.11932,0.0,611.48761,45.22789,94.13288,358,,
290,623,-999.0,-999.0,-999.0,19901225_000000,219,219,-152.36851,54.62854,F001,1440000.0,110.52594,578.51415,,,,593.80485,,64.30733,359,,
291,625,631.0,1492.0,1971.0,19901227_000000,220,393,-155.76148,32.65762,F001,1440000.0,96.95407,490.63048,0.93348,0.66549,0.0,735.29909,7.32099,80.144,361,1990-12-27,11 days
292,627,771.0,1199.0,887.0,19901229_000000,222,222,-146.81874,32.2606,F001,1440000.0,132.72505,489.04242,0.79247,0.19433,0.0,650.24392,27.25657,94.87233,363,,
294,629,-999.0,-999.0,-999.0,19901231_000000,1396,60,-149.67737,38.30209,F001,1440000.0,121.29052,513.20836,,,,679.14527,,97.00497,365,,
296,636,-999.0,-999.0,-999.0,19910107_000000,1397,399,-154.24195,41.16036,F001,1440000.0,103.03221,524.64146,,,,594.69688,,73.52213,7,1991-01-07,10 days
297,638,-999.0,-999.0,-999.0,19910109_000000,1807,114,-152.52537,38.58114,O001,1440000.0,109.89853,514.32455,,,,772.60757,,77.28784,9,,
298,641,2128.0,3077.0,3030.0,19910112_000000,225,225,-146.54111,43.10504,F001,1440000.0,133.83556,532.42015,0.83366,0.29194,0.0,875.1081,25.29558,111.39626,12,,
299,643,-999.0,-999.0,-999.0,19910114_000000,226,226,-141.69888,42.95341,F001,1440000.0,153.2045,531.81363,0.88475,0.32137,0.0,730.87264,8.65651,91.14596,14,,
300,645,2424.0,3233.0,3141.0,19910116_000000,227,227,-151.34983,42.57422,F001,1440000.0,114.6007,530.29686,0.89952,0.65936,0.0,703.53117,10.82231,105.42926,16,,
301,646,2503.0,3295.0,3606.0,19910117_000000,228,228,-140.37905,45.63892,F001,1440000.0,158.48379,542.55569,0.95797,0.83099,0.0,739.34621,5.26593,129.10602,17,,
302,647,-999.0,-999.0,-999.0,19910118_000000,1810,117,-156.05619,38.52311,O001,1440000.0,95.77524,514.09245,,,,1144.41753,,80.28337,18,,
303,648,815.0,2460.0,889.0,19910119_000000,229,410,-145.00709,39.74954,F001,1440000.0,139.97163,518.99816,0.79856,0.29959,0.0,954.43067,30.77507,117.51743,19,1991-01-19,4 days
304,651,-999.0,-999.0,-999.0,19910122_000000,1400,64,-136.30803,37.45609,F001,1440000.0,174.76788,509.82434,,,,690.14762,,80.15226,22,,
306,659,824.0,1641.0,2346.0,19910130_000000,231,231,-142.42181,44.38451,F001,1440000.0,150.31278,537.53804,0.81237,0.26996,0.0,707.09633,26.0776,111.68748,30,,
307,661,1762.0,4730.0,2977.0,19910201_000000,232,232,-145.59001,33.33423,F001,1440000.0,137.63997,493.33691,0.86848,0.80556,0.0,781.75677,17.2123,82.04963,32,,
308,662,1685.0,2637.0,2047.0,19910202_000000,233,233,-132.38405,40.87189,F001,1440000.0,190.46381,523.48755,0.78616,0.16645,0.0,745.65388,20.08721,111.45308,33,,
309,663,1668.0,2558.0,2527.0,19910203_000000,234,234,-148.53581,32.47396,F001,1440000.0,125.85677,489.89583,0.94122,0.59925,0.0,817.29648,8.52148,104.84517,34,,
310,664,1768.0,3015.0,2596.0,19910204_000000,235,235,-137.1614,35.15797,F001,1440000.0,171.35441,500.63186,0.99363,0.84675,0.0,862.62674,2.81825,100.77345,35,,
311,665,-999.0,-999.0,-999.0,19910205_000000,236,420,-153.7366,36.82223,F001,1440000.0,105.05359,507.28891,0.84133,0.66317,0.0,1001.86516,19.42909,79.88919,36,1991-02-05,15 days
312,666,914.0,3562.0,2600.0,19910206_000000,237,237,-144.83177,36.40561,F001,1440000.0,140.67292,505.62243,0.86733,0.4833,0.0,675.09108,17.16288,125.59022,37,,
313,667,-999.0,-999.0,-999.0,19910207_000000,1812,119,-130.26634,40.41569,O001,1440000.0,198.93464,521.66275,,,,676.7121,,84.13246,38,,
314,669,488.0,1664.0,509.0,19910209_000000,239,239,-151.33516,30.32463,F001,1440000.0,114.65934,481.29853,0.7532,0.13292,0.0,760.41704,27.56365,78.13746,40,,
315,672,2422.0,3041.0,2534.0,19910212_000000,240,240,-154.86843,37.82552,F001,1440000.0,100.52629,511.30208,0.83126,0.5787,0.0,1080.09124,21.19305,83.83254,43,,
317,677,1064.0,1426.0,1326.0,19910217_000000,242,429,-149.86709,41.21502,F001,1440000.0,120.53163,524.8601,0.8444,0.60171,0.0,670.77321,27.38188,82.17567,48,1991-02-17,4 days
318,679,286.0,1398.0,1067.0,19910219_000000,244,244,-134.35948,46.90278,F001,1440000.0,182.56209,547.61111,0.83684,0.38346,0.0,770.59585,19.0044,58.73966,50,,
319,682,-999.0,-999.0,-999.0,19910222_000000,1815,432,-158.23032,39.05851,O001,1440000.0,87.07872,516.23404,,,,658.53396,,56.98402,53,1991-02-22,4 days
320,685,2124.0,2920.0,2581.0,19910225_000000,245,245,-143.09112,42.30757,F001,1440000.0,147.63553,529.23027,0.8397,0.60947,0.0,767.80465,32.43015,124.34577,56,,
321,688,-999.0,-999.0,-999.0,19910228_000000,246,246,-142.77427,33.21566,F001,1440000.0,148.90293,492.86264,,,,623.9401,,64.21916,59,,
322,689,-999.0,-999.0,-999.0,19910301_000000,1818,437,-128.9269,30.08315,O001,1440000.0,204.2924,480.3326,,,,823.70811,,92.0404,60,1991-03-01,5 days
323,693,-999.0,-999.0,-999.0,19910305_000000,1819,126,-124.41445,31.31535,O001,1440000.0,222.34221,485.26141,,,,799.42572,,97.4447,64,,
325,726,625.0,2233.0,1536.0,19911208_000000,249,442,-149.3668,44.38628,F001,1440000.0,122.5328,537.54513,0.88706,0.48694,0.0,1016.49873,13.22766,109.30001,342,1991-12-08,279 days
326,729,-999.0,-999.0,-999.0,19911211_000000,1822,129,-143.93482,48.30365,O001,1440000.0,144.26073,553.21461,,,,645.84155,,121.01222,345,,
327,734,-999.0,-999.0,-999.0,19911216_000000,1401,445,-143.86758,48.10886,F001,1440000.0,144.52967,552.43543,,,,697.91716,,120.69952,350,1991-12-16,6 days
328,736,-999.0,-999.0,-999.0,19911218_000000,1403,67,-130.08004,40.98912,F001,1440000.0,199.67984,523.95646,,,,757.12724,,98.79144,352,,
329,737,1391.0,2340.0,2337.0,19911219_000000,250,250,-153.11645,36.34974,F001,1440000.0,107.53418,505.39895,0.95728,0.70726,0.0,1054.51564,6.34065,113.95015,353,,
330,739,253.0,1266.0,1233.0,19911221_000000,252,252,-125.8329,40.67545,F001,1440000.0,216.66838,522.7018,0.71225,0.077419,0.0,619.90715,34.44945,60.2038,355,,
332,743,-999.0,-999.0,-999.0,19911225_000000,1404,68,-142.52083,40.01265,F001,1440000.0,149.91667,520.0506,,,,598.59068,,56.07252,359,,
333,745,532.0,731.0,698.0,19911227_000000,254,254,-125.83917,37.72702,F001,1440000.0,216.6433,510.9081,0.98248,0.60075,0.0,653.35597,3.19141,73.99962,361,,
334,747,-999.0,-999.0,-999.0,19911229_000000,1405,69,-151.77671,39.62393,F001,1440000.0,112.89316,518.49573,,,,672.35654,,67.36843,363,,
335,749,-999.0,-999.0,-999.0,19911231_000000,1826,133,-133.03799,37.48408,O001,1440000.0,187.84804,509.93631,,,,686.07906,,113.42049,365,,
336,750,758.0,1170.0,1897.0,19920101_000000,255,459,-149.635,41.25752,F001,1440000.0,121.46001,525.03006,0.94687,0.77778,0.0,796.81623,7.24553,78.66353,1,1992-01-01,6 days
337,756,-999.0,2316.0,-999.0,19920107_000000,257,257,-153.01491,38.48331,F001,1440000.0,107.94037,513.93323,0.99488,0.85035,0.0,1071.44105,2.56224,65.99785,7,,
338,758,1364.0,2707.0,1549.0,19920109_000000,259,259,-139.01351,37.04216,F001,1440000.0,163.94595,508.16863,0.83681,0.4851,0.0,883.18153,23.87595,83.93966,9,,
339,762,875.0,2084.0,1109.0,19920113_000000,260,260,-152.37837,38.58752,F001,1440000.0,110.48654,514.35007,0.9383,0.77678,0.0,900.07626,8.13555,114.71491,13,,
340,763,1299.0,2144.0,1773.0,19920114_000000,261,261,-141.57678,42.0888,F001,1440000.0,153.69287,528.3552,0.9884,0.78349,0.0,762.90033,2.46109,102.59922,14,,
341,764,-999.0,-999.0,-999.0,19920115_000000,1827,134,-140.9111,35.4238,O001,1440000.0,156.35561,501.69519,,,,659.31389,,57.38388,15,,
342,766,1477.0,1559.0,2832.0,19920117_000000,262,262,-144.7708,48.41284,F001,1440000.0,140.91679,553.65135,0.81188,0.34702,0.0,764.22392,28.57762,143.64162,17,,
343,767,1779.0,2350.0,3107.0,19920118_000000,263,470,-144.96186,40.58151,F001,1440000.0,140.15255,522.32605,0.84464,0.36094,0.0,742.25023,16.62275,132.57039,18,1992-01-18,10 days
344,769,-999.0,-999.0,-999.0,19920120_000000,1408,72,-133.04378,42.66711,F001,1440000.0,187.82487,530.66845,,,,726.28104,,82.6678,20,,
345,773,1352.0,2395.0,1672.0,19920124_000000,267,267,-137.07947,35.5525,F001,1440000.0,171.68211,502.21,0.95783,0.67011,0.0,934.89615,6.10708,104.63614,24,,
346,775,-999.0,-999.0,-999.0,19920126_000000,269,269,-134.66393,42.33171,F001,1440000.0,181.34426,529.32684,0.97659,0.63199,0.0,653.64305,4.3064,82.15015,26,,
347,776,1644.0,2477.0,1827.0,19920127_000000,270,270,-137.76534,35.58683,F001,1440000.0,168.93865,502.34732,0.8846,0.55107,0.0,763.22276,13.41025,152.35525,27,,
348,777,517.0,1240.0,1127.0,19920128_000000,271,271,-127.72419,40.42816,F001,1440000.0,209.10324,521.71265,0.95632,0.72661,0.0,772.19382,4.56921,98.02952,28,,
349,778,2202.0,4645.0,2253.0,19920129_000000,272,272,-141.97903,33.11434,F001,1440000.0,152.08388,492.45736,0.89317,0.86667,0.0,758.7504,12.32737,110.78944,29,,
350,779,2560.0,4227.0,3285.0,19920130_000000,273,273,-129.4958,47.23763,F001,1440000.0,202.01681,548.95051,0.82973,0.92635,0.0,712.1467,50.30963,79.00327,30,,
352,782,665.0,1660.0,1614.0,19920202_000000,274,274,-147.46305,36.13315,F001,1440000.0,130.14782,504.53262,1.0,0.51355,0.0,621.75269,1.80251,103.47595,33,,
